"sample_name","gene_name","value"
"Calb2_tdTpositive_cell_40","X1110014N23Rik",3
"Calb2_tdTpositive_cell_41","X1110014N23Rik",0
"Calb2_tdTpositive_cell_42","X1110014N23Rik",17
"Calb2_tdTpositive_cell_43","X1110014N23Rik",0
"Calb2_tdTpositive_cell_44","X1110014N23Rik",0
"Calb2_tdTpositive_cell_45","X1110014N23Rik",15
"Calb2_tdTpositive_cell_46","X1110014N23Rik",0
"Calb2_tdTpositive_cell_47","X1110014N23Rik",0
"Calb2_tdTpositive_cell_48","X1110014N23Rik",0
"Calb2_tdTpositive_cell_49","X1110014N23Rik",0
"Calb2_tdTpositive_cell_50","X1110014N23Rik",0
"Calb2_tdTpositive_cell_51","X1110014N23Rik",0
"Calb2_tdTpositive_cell_52","X1110014N23Rik",20
"Calb2_tdTpositive_cell_53","X1110014N23Rik",0
"Calb2_tdTpositive_cell_54","X1110014N23Rik",0
"Calb2_tdTpositive_cell_55","X1110014N23Rik",0
"Calb2_tdTpositive_cell_56","X1110014N23Rik",1
"Calb2_tdTpositive_cell_57","X1110014N23Rik",0
"Calb2_tdTpositive_cell_58","X1110014N23Rik",0
"Calb2_tdTpositive_cell_59","X1110014N23Rik",0
"Calb2_tdTpositive_cell_60","X1110014N23Rik",0
"Calb2_tdTpositive_cell_61","X1110014N23Rik",0
"Calb2_tdTpositive_cell_62","X1110014N23Rik",0
"Calb2_tdTpositive_cell_63","X1110014N23Rik",0
"Calb2_tdTpositive_cell_64","X1110014N23Rik",0
"Chat_tdTpositive_cell_1","X1110014N23Rik",0
"Chat_tdTpositive_cell_2","X1110014N23Rik",0
"Chat_tdTpositive_cell_3","X1110014N23Rik",607
"Chat_tdTpositive_cell_4","X1110014N23Rik",0
"Chat_tdTpositive_cell_5","X1110014N23Rik",0
"Chat_tdTpositive_cell_6","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_1","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_2","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_3","X1110014N23Rik",24
"Chrna2_tdTpositive_cell_4","X1110014N23Rik",39
"Chrna2_tdTpositive_cell_5","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_6","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_7","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_8","X1110014N23Rik",24
"Chrna2_tdTpositive_cell_9","X1110014N23Rik",84
"Chrna2_tdTpositive_cell_10","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_11","X1110014N23Rik",105
"Chrna2_tdTpositive_cell_12","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_13","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_14","X1110014N23Rik",11
"Chrna2_tdTpositive_cell_15","X1110014N23Rik",128.01
"Chrna2_tdTpositive_cell_16","X1110014N23Rik",271.14
"Chrna2_tdTpositive_cell_17","X1110014N23Rik",55
"Chrna2_tdTpositive_cell_18","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_19","X1110014N23Rik",14
"Chrna2_tdTpositive_cell_20","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_21","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_22","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_23","X1110014N23Rik",94
"Chrna2_tdTpositive_cell_24","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_25","X1110014N23Rik",1
"Chrna2_tdTpositive_cell_26","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_27","X1110014N23Rik",143
"Chrna2_tdTpositive_cell_28","X1110014N23Rik",0
"Chrna2_tdTpositive_cell_29","X1110014N23Rik",59
"Chrna2_tdTpositive_cell_30","X1110014N23Rik",0
"Calb2_tdTpositive_cell_1","X1110015O18Rik",0
"Calb2_tdTpositive_cell_2","X1110015O18Rik",0
"Calb2_tdTpositive_cell_3","X1110015O18Rik",0
"Calb2_tdTpositive_cell_4","X1110015O18Rik",0
"Calb2_tdTpositive_cell_5","X1110015O18Rik",0
"Calb2_tdTpositive_cell_6","X1110015O18Rik",0
"Calb2_tdTpositive_cell_7","X1110015O18Rik",0
"Calb2_tdTpositive_cell_8","X1110015O18Rik",0
"Calb2_tdTpositive_cell_9","X1110015O18Rik",0
"Calb2_tdTpositive_cell_10","X1110015O18Rik",0
"Calb2_tdTpositive_cell_11","X1110015O18Rik",0
"Calb2_tdTpositive_cell_12","X1110015O18Rik",0
"Calb2_tdTpositive_cell_13","X1110015O18Rik",0
"Calb2_tdTpositive_cell_14","X1110015O18Rik",0
"Calb2_tdTpositive_cell_15","X1110015O18Rik",0
"Calb2_tdTpositive_cell_16","X1110015O18Rik",0
"Calb2_tdTpositive_cell_17","X1110015O18Rik",0
"Calb2_tdTpositive_cell_18","X1110015O18Rik",0
"Calb2_tdTpositive_cell_19","X1110015O18Rik",0
"Calb2_tdTpositive_cell_20","X1110015O18Rik",0
"Calb2_tdTpositive_cell_21","X1110015O18Rik",0
"Calb2_tdTpositive_cell_22","X1110015O18Rik",0
"Calb2_tdTpositive_cell_23","X1110015O18Rik",0
"Calb2_tdTpositive_cell_24","X1110015O18Rik",0
"Calb2_tdTpositive_cell_25","X1110015O18Rik",0
"Calb2_tdTpositive_cell_26","X1110015O18Rik",0
"Calb2_tdTpositive_cell_27","X1110015O18Rik",0
"Calb2_tdTpositive_cell_28","X1110015O18Rik",0
"Calb2_tdTpositive_cell_29","X1110015O18Rik",0
"Calb2_tdTpositive_cell_30","X1110015O18Rik",0
"Calb2_tdTpositive_cell_31","X1110015O18Rik",0
"Calb2_tdTpositive_cell_32","X1110015O18Rik",0
"Calb2_tdTpositive_cell_33","X1110015O18Rik",0
"Calb2_tdTpositive_cell_34","X1110015O18Rik",0
"Calb2_tdTpositive_cell_35","X1110015O18Rik",0
"Calb2_tdTpositive_cell_36","X1110015O18Rik",0
"Calb2_tdTpositive_cell_37","X1110015O18Rik",0
"Calb2_tdTpositive_cell_38","X1110015O18Rik",0
"Calb2_tdTpositive_cell_39","X1110015O18Rik",0
"Calb2_tdTpositive_cell_40","X1110015O18Rik",0
"Calb2_tdTpositive_cell_41","X1110015O18Rik",0
"Calb2_tdTpositive_cell_42","X1110015O18Rik",0
"Calb2_tdTpositive_cell_43","X1110015O18Rik",0
"Calb2_tdTpositive_cell_44","X1110015O18Rik",0
"Calb2_tdTpositive_cell_45","X1110015O18Rik",0
"Calb2_tdTpositive_cell_46","X1110015O18Rik",0
"Calb2_tdTpositive_cell_47","X1110015O18Rik",0
"Calb2_tdTpositive_cell_48","X1110015O18Rik",0
"Calb2_tdTpositive_cell_49","X1110015O18Rik",0
"Calb2_tdTpositive_cell_50","X1110015O18Rik",0
"Calb2_tdTpositive_cell_51","X1110015O18Rik",0
"Calb2_tdTpositive_cell_52","X1110015O18Rik",0
"Calb2_tdTpositive_cell_53","X1110015O18Rik",0
"Calb2_tdTpositive_cell_54","X1110015O18Rik",0
"Calb2_tdTpositive_cell_55","X1110015O18Rik",0
"Calb2_tdTpositive_cell_56","X1110015O18Rik",0
"Calb2_tdTpositive_cell_57","X1110015O18Rik",0
"Calb2_tdTpositive_cell_58","X1110015O18Rik",0
"Calb2_tdTpositive_cell_59","X1110015O18Rik",0
"Calb2_tdTpositive_cell_60","X1110015O18Rik",0
"Calb2_tdTpositive_cell_61","X1110015O18Rik",0
"Calb2_tdTpositive_cell_62","X1110015O18Rik",0
"Calb2_tdTpositive_cell_63","X1110015O18Rik",0
"Calb2_tdTpositive_cell_64","X1110015O18Rik",0
"Chat_tdTpositive_cell_1","X1110015O18Rik",0
"Chat_tdTpositive_cell_2","X1110015O18Rik",0
"Chat_tdTpositive_cell_3","X1110015O18Rik",0
"Chat_tdTpositive_cell_4","X1110015O18Rik",0
"Chat_tdTpositive_cell_5","X1110015O18Rik",0
"Chat_tdTpositive_cell_6","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_1","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_2","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_3","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_4","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_5","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_6","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_7","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_8","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_9","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_10","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_11","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_12","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_13","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_14","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_15","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_16","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_17","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_18","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_19","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_20","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_21","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_22","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_23","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_24","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_25","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_26","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_27","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_28","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_29","X1110015O18Rik",0
"Chrna2_tdTpositive_cell_30","X1110015O18Rik",0
"Calb2_tdTpositive_cell_1","X1110017D15Rik",0
"Calb2_tdTpositive_cell_2","X1110017D15Rik",0
"Calb2_tdTpositive_cell_3","X1110017D15Rik",0
"Calb2_tdTpositive_cell_4","X1110017D15Rik",0
"Calb2_tdTpositive_cell_5","X1110017D15Rik",0
"Calb2_tdTpositive_cell_6","X1110017D15Rik",105
"Calb2_tdTpositive_cell_7","X1110017D15Rik",0
"Calb2_tdTpositive_cell_8","X1110017D15Rik",0
"Calb2_tdTpositive_cell_9","X1110017D15Rik",0
"Calb2_tdTpositive_cell_10","X1110017D15Rik",0
"Calb2_tdTpositive_cell_11","X1110017D15Rik",0
"Calb2_tdTpositive_cell_12","X1110017D15Rik",0
"Calb2_tdTpositive_cell_13","X1110017D15Rik",0
"Calb2_tdTpositive_cell_14","X1110017D15Rik",0
"Calb2_tdTpositive_cell_15","X1110017D15Rik",0
"Calb2_tdTpositive_cell_16","X1110017D15Rik",0
"Calb2_tdTpositive_cell_17","X1110017D15Rik",0
"Calb2_tdTpositive_cell_18","X1110017D15Rik",0
"Calb2_tdTpositive_cell_19","X1110017D15Rik",0
"Calb2_tdTpositive_cell_20","X1110017D15Rik",0
"Calb2_tdTpositive_cell_21","X1110017D15Rik",0
"Calb2_tdTpositive_cell_22","X1110017D15Rik",0
"Calb2_tdTpositive_cell_23","X1110017D15Rik",0
"Calb2_tdTpositive_cell_24","X1110017D15Rik",0
"Calb2_tdTpositive_cell_25","X1110017D15Rik",0
"Calb2_tdTpositive_cell_26","X1110017D15Rik",0
"Calb2_tdTpositive_cell_27","X1110017D15Rik",0
"Calb2_tdTpositive_cell_28","X1110017D15Rik",0
"Calb2_tdTpositive_cell_29","X1110017D15Rik",0
"Calb2_tdTpositive_cell_30","X1110017D15Rik",0
"Calb2_tdTpositive_cell_31","X1110017D15Rik",0
"Calb2_tdTpositive_cell_32","X1110017D15Rik",0
"Calb2_tdTpositive_cell_33","X1110017D15Rik",0
"Calb2_tdTpositive_cell_34","X1110017D15Rik",0
"Calb2_tdTpositive_cell_35","X1110017D15Rik",0
"Calb2_tdTpositive_cell_36","X1110017D15Rik",0
"Calb2_tdTpositive_cell_37","X1110017D15Rik",0
"Calb2_tdTpositive_cell_38","X1110017D15Rik",5
"Calb2_tdTpositive_cell_39","X1110017D15Rik",0
"Calb2_tdTpositive_cell_40","X1110017D15Rik",1
"Calb2_tdTpositive_cell_41","X1110017D15Rik",0
"Calb2_tdTpositive_cell_42","X1110017D15Rik",0
"Calb2_tdTpositive_cell_43","X1110017D15Rik",0
"Calb2_tdTpositive_cell_44","X1110017D15Rik",0
"Calb2_tdTpositive_cell_45","X1110017D15Rik",0
"Calb2_tdTpositive_cell_46","X1110017D15Rik",0
"Calb2_tdTpositive_cell_47","X1110017D15Rik",0
"Calb2_tdTpositive_cell_48","X1110017D15Rik",0
"Calb2_tdTpositive_cell_49","X1110017D15Rik",0
"Calb2_tdTpositive_cell_50","X1110017D15Rik",0
"Calb2_tdTpositive_cell_51","X1110017D15Rik",0
"Calb2_tdTpositive_cell_52","X1110017D15Rik",0
"Calb2_tdTpositive_cell_53","X1110017D15Rik",0
"Calb2_tdTpositive_cell_54","X1110017D15Rik",0
"Calb2_tdTpositive_cell_55","X1110017D15Rik",0
"Calb2_tdTpositive_cell_56","X1110017D15Rik",3
"Calb2_tdTpositive_cell_57","X1110017D15Rik",0
"Calb2_tdTpositive_cell_58","X1110017D15Rik",0
"Calb2_tdTpositive_cell_59","X1110017D15Rik",0
"Calb2_tdTpositive_cell_60","X1110017D15Rik",1
"Calb2_tdTpositive_cell_61","X1110017D15Rik",0
"Calb2_tdTpositive_cell_62","X1110017D15Rik",0
"Calb2_tdTpositive_cell_63","X1110017D15Rik",0
"Calb2_tdTpositive_cell_64","X1110017D15Rik",0
"Chat_tdTpositive_cell_1","X1110017D15Rik",0
"Chat_tdTpositive_cell_2","X1110017D15Rik",0
"Chat_tdTpositive_cell_3","X1110017D15Rik",0
"Chat_tdTpositive_cell_4","X1110017D15Rik",0
"Chat_tdTpositive_cell_5","X1110017D15Rik",0
"Chat_tdTpositive_cell_6","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_1","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_2","X1110017D15Rik",71
"Chrna2_tdTpositive_cell_3","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_4","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_5","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_6","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_7","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_8","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_9","X1110017D15Rik",48
"Chrna2_tdTpositive_cell_10","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_11","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_12","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_13","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_14","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_15","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_16","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_17","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_18","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_19","X1110017D15Rik",111
"Chrna2_tdTpositive_cell_20","X1110017D15Rik",163.94
"Chrna2_tdTpositive_cell_21","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_22","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_23","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_24","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_25","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_26","X1110017D15Rik",125
"Chrna2_tdTpositive_cell_27","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_28","X1110017D15Rik",0.3
"Chrna2_tdTpositive_cell_29","X1110017D15Rik",0
"Chrna2_tdTpositive_cell_30","X1110017D15Rik",106
"Calb2_tdTpositive_cell_1","X1110017F19Rik",0
"Calb2_tdTpositive_cell_2","X1110017F19Rik",0
"Calb2_tdTpositive_cell_3","X1110017F19Rik",0
"Calb2_tdTpositive_cell_4","X1110017F19Rik",0
"Calb2_tdTpositive_cell_5","X1110017F19Rik",0
"Calb2_tdTpositive_cell_6","X1110017F19Rik",0
"Calb2_tdTpositive_cell_7","X1110017F19Rik",0
"Calb2_tdTpositive_cell_8","X1110017F19Rik",0
"Calb2_tdTpositive_cell_9","X1110017F19Rik",0
"Calb2_tdTpositive_cell_10","X1110017F19Rik",0
"Calb2_tdTpositive_cell_11","X1110017F19Rik",0
"Calb2_tdTpositive_cell_12","X1110017F19Rik",0
"Calb2_tdTpositive_cell_13","X1110017F19Rik",0
"Calb2_tdTpositive_cell_14","X1110017F19Rik",0
"Calb2_tdTpositive_cell_15","X1110017F19Rik",0
"Calb2_tdTpositive_cell_16","X1110017F19Rik",0
"Calb2_tdTpositive_cell_17","X1110017F19Rik",0
"Calb2_tdTpositive_cell_18","X1110017F19Rik",0
"Calb2_tdTpositive_cell_19","X1110017F19Rik",0
"Calb2_tdTpositive_cell_20","X1110017F19Rik",0
"Calb2_tdTpositive_cell_21","X1110017F19Rik",0
"Calb2_tdTpositive_cell_22","X1110017F19Rik",0
"Calb2_tdTpositive_cell_23","X1110017F19Rik",0
"Calb2_tdTpositive_cell_24","X1110017F19Rik",0
"Calb2_tdTpositive_cell_25","X1110017F19Rik",0
"Calb2_tdTpositive_cell_26","X1110017F19Rik",0
"Calb2_tdTpositive_cell_27","X1110017F19Rik",0
"Calb2_tdTpositive_cell_28","X1110017F19Rik",0
"Calb2_tdTpositive_cell_29","X1110017F19Rik",0
"Calb2_tdTpositive_cell_30","X1110017F19Rik",0
"Calb2_tdTpositive_cell_31","X1110017F19Rik",0
"Calb2_tdTpositive_cell_32","X1110017F19Rik",0
"Calb2_tdTpositive_cell_33","X1110017F19Rik",0
"Calb2_tdTpositive_cell_34","X1110017F19Rik",0
"Calb2_tdTpositive_cell_35","X1110017F19Rik",0
"Calb2_tdTpositive_cell_36","X1110017F19Rik",0
"Calb2_tdTpositive_cell_37","X1110017F19Rik",0
"Calb2_tdTpositive_cell_38","X1110017F19Rik",0
"Calb2_tdTpositive_cell_39","X1110017F19Rik",0
"Calb2_tdTpositive_cell_40","X1110017F19Rik",0
"Calb2_tdTpositive_cell_41","X1110017F19Rik",0
"Calb2_tdTpositive_cell_42","X1110017F19Rik",0
"Calb2_tdTpositive_cell_43","X1110017F19Rik",0
"Calb2_tdTpositive_cell_44","X1110017F19Rik",0
"Calb2_tdTpositive_cell_45","X1110017F19Rik",0
"Calb2_tdTpositive_cell_46","X1110017F19Rik",0
"Calb2_tdTpositive_cell_47","X1110017F19Rik",0
"Calb2_tdTpositive_cell_48","X1110017F19Rik",0
"Calb2_tdTpositive_cell_49","X1110017F19Rik",0
"Calb2_tdTpositive_cell_50","X1110017F19Rik",0
"Calb2_tdTpositive_cell_51","X1110017F19Rik",0
"Calb2_tdTpositive_cell_52","X1110017F19Rik",0
"Calb2_tdTpositive_cell_53","X1110017F19Rik",0
"Calb2_tdTpositive_cell_54","X1110017F19Rik",0
"Calb2_tdTpositive_cell_55","X1110017F19Rik",0
"Calb2_tdTpositive_cell_56","X1110017F19Rik",0
"Calb2_tdTpositive_cell_57","X1110017F19Rik",0
"Calb2_tdTpositive_cell_58","X1110017F19Rik",0
"Calb2_tdTpositive_cell_59","X1110017F19Rik",0
"Calb2_tdTpositive_cell_60","X1110017F19Rik",0
"Calb2_tdTpositive_cell_61","X1110017F19Rik",0
"Calb2_tdTpositive_cell_62","X1110017F19Rik",0
"Calb2_tdTpositive_cell_63","X1110017F19Rik",0
"Calb2_tdTpositive_cell_64","X1110017F19Rik",0
"Chat_tdTpositive_cell_1","X1110017F19Rik",0
"Chat_tdTpositive_cell_2","X1110017F19Rik",0
"Chat_tdTpositive_cell_3","X1110017F19Rik",0
"Chat_tdTpositive_cell_4","X1110017F19Rik",0
"Chat_tdTpositive_cell_5","X1110017F19Rik",0
"Chat_tdTpositive_cell_6","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_1","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_2","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_3","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_4","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_5","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_6","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_7","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_8","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_9","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_10","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_11","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_12","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_13","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_14","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_15","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_16","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_17","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_18","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_19","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_20","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_21","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_22","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_23","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_24","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_25","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_26","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_27","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_28","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_29","X1110017F19Rik",0
"Chrna2_tdTpositive_cell_30","X1110017F19Rik",0
"Calb2_tdTpositive_cell_1","X1110018G07Rik",4
"Calb2_tdTpositive_cell_2","X1110018G07Rik",1
"Calb2_tdTpositive_cell_3","X1110018G07Rik",1689.61
"Calb2_tdTpositive_cell_4","X1110018G07Rik",1514.48
"Calb2_tdTpositive_cell_5","X1110018G07Rik",152
"Calb2_tdTpositive_cell_6","X1110018G07Rik",895.03
"Calb2_tdTpositive_cell_7","X1110018G07Rik",1593
"Calb2_tdTpositive_cell_8","X1110018G07Rik",68
"Calb2_tdTpositive_cell_9","X1110018G07Rik",0
"Calb2_tdTpositive_cell_10","X1110018G07Rik",1229.19
"Calb2_tdTpositive_cell_11","X1110018G07Rik",0
"Calb2_tdTpositive_cell_12","X1110018G07Rik",168
"Calb2_tdTpositive_cell_13","X1110018G07Rik",2987.31
"Calb2_tdTpositive_cell_14","X1110018G07Rik",582
"Calb2_tdTpositive_cell_15","X1110018G07Rik",1811.26
"Calb2_tdTpositive_cell_16","X1110018G07Rik",194
"Calb2_tdTpositive_cell_17","X1110018G07Rik",1
"Calb2_tdTpositive_cell_18","X1110018G07Rik",0
"Calb2_tdTpositive_cell_19","X1110018G07Rik",57
"Calb2_tdTpositive_cell_20","X1110018G07Rik",0
"Calb2_tdTpositive_cell_21","X1110018G07Rik",832
"Calb2_tdTpositive_cell_22","X1110018G07Rik",0
"Calb2_tdTpositive_cell_23","X1110018G07Rik",0
"Calb2_tdTpositive_cell_24","X1110018G07Rik",0
"Calb2_tdTpositive_cell_25","X1110018G07Rik",1075.97
"Calb2_tdTpositive_cell_26","X1110018G07Rik",0
"Calb2_tdTpositive_cell_27","X1110018G07Rik",1193
"Calb2_tdTpositive_cell_28","X1110018G07Rik",35
"Calb2_tdTpositive_cell_29","X1110018G07Rik",7
"Calb2_tdTpositive_cell_30","X1110018G07Rik",406
"Calb2_tdTpositive_cell_31","X1110018G07Rik",0
"Calb2_tdTpositive_cell_32","X1110018G07Rik",39
"Calb2_tdTpositive_cell_33","X1110018G07Rik",672
"Calb2_tdTpositive_cell_34","X1110018G07Rik",13.99
"Calb2_tdTpositive_cell_35","X1110018G07Rik",0
"Calb2_tdTpositive_cell_36","X1110018G07Rik",331.9
"Calb2_tdTpositive_cell_37","X1110018G07Rik",0
"Calb2_tdTpositive_cell_38","X1110018G07Rik",0
"Calb2_tdTpositive_cell_39","X1110018G07Rik",42
"Calb2_tdTpositive_cell_40","X1110018G07Rik",2140.66
"Calb2_tdTpositive_cell_41","X1110018G07Rik",1
"Calb2_tdTpositive_cell_42","X1110018G07Rik",234
"Calb2_tdTpositive_cell_43","X1110018G07Rik",28.96
"Calb2_tdTpositive_cell_44","X1110018G07Rik",2028
"Calb2_tdTpositive_cell_45","X1110018G07Rik",341
"Calb2_tdTpositive_cell_46","X1110018G07Rik",0
"Calb2_tdTpositive_cell_47","X1110018G07Rik",2324
"Calb2_tdTpositive_cell_48","X1110018G07Rik",0
"Calb2_tdTpositive_cell_49","X1110018G07Rik",658
"Calb2_tdTpositive_cell_50","X1110018G07Rik",134
"Calb2_tdTpositive_cell_51","X1110018G07Rik",2
"Calb2_tdTpositive_cell_52","X1110018G07Rik",48
"Calb2_tdTpositive_cell_53","X1110018G07Rik",0
"Calb2_tdTpositive_cell_54","X1110018G07Rik",0
"Calb2_tdTpositive_cell_55","X1110018G07Rik",801
"Calb2_tdTpositive_cell_56","X1110018G07Rik",0
"Calb2_tdTpositive_cell_57","X1110018G07Rik",562.3
"Calb2_tdTpositive_cell_58","X1110018G07Rik",0
"Calb2_tdTpositive_cell_59","X1110018G07Rik",551
"Calb2_tdTpositive_cell_60","X1110018G07Rik",23
"Calb2_tdTpositive_cell_61","X1110018G07Rik",7
"Calb2_tdTpositive_cell_62","X1110018G07Rik",407.18
"Calb2_tdTpositive_cell_63","X1110018G07Rik",0
"Calb2_tdTpositive_cell_64","X1110018G07Rik",178
"Chat_tdTpositive_cell_1","X1110018G07Rik",1658
"Chat_tdTpositive_cell_2","X1110018G07Rik",0
"Chat_tdTpositive_cell_3","X1110018G07Rik",0
"Chat_tdTpositive_cell_4","X1110018G07Rik",0
"Chat_tdTpositive_cell_5","X1110018G07Rik",114
"Chat_tdTpositive_cell_6","X1110018G07Rik",0
"Chrna2_tdTpositive_cell_1","X1110018G07Rik",0
"Chrna2_tdTpositive_cell_2","X1110018G07Rik",0
"Chrna2_tdTpositive_cell_3","X1110018G07Rik",182
"Chrna2_tdTpositive_cell_4","X1110018G07Rik",24
"Chrna2_tdTpositive_cell_5","X1110018G07Rik",0
"Chrna2_tdTpositive_cell_6","X1110018G07Rik",0
"Chrna2_tdTpositive_cell_7","X1110018G07Rik",610
"Chrna2_tdTpositive_cell_8","X1110018G07Rik",479
"Chrna2_tdTpositive_cell_9","X1110018G07Rik",12
"Chrna2_tdTpositive_cell_10","X1110018G07Rik",421
"Chrna2_tdTpositive_cell_11","X1110018G07Rik",554
"Chrna2_tdTpositive_cell_12","X1110018G07Rik",126
"Chrna2_tdTpositive_cell_13","X1110018G07Rik",0
"Chrna2_tdTpositive_cell_14","X1110018G07Rik",30.91
"Chrna2_tdTpositive_cell_15","X1110018G07Rik",368.32
"Chrna2_tdTpositive_cell_16","X1110018G07Rik",112
"Chrna2_tdTpositive_cell_17","X1110018G07Rik",616
"Chrna2_tdTpositive_cell_18","X1110018G07Rik",427
"Chrna2_tdTpositive_cell_19","X1110018G07Rik",6
"Chrna2_tdTpositive_cell_20","X1110018G07Rik",804
"Chrna2_tdTpositive_cell_21","X1110018G07Rik",1545.02
"Chrna2_tdTpositive_cell_22","X1110018G07Rik",1251
"Chrna2_tdTpositive_cell_23","X1110018G07Rik",511
"Chrna2_tdTpositive_cell_24","X1110018G07Rik",276
"Chrna2_tdTpositive_cell_25","X1110018G07Rik",2021
"Chrna2_tdTpositive_cell_26","X1110018G07Rik",0
"Chrna2_tdTpositive_cell_27","X1110018G07Rik",4
"Chrna2_tdTpositive_cell_28","X1110018G07Rik",0
"Chrna2_tdTpositive_cell_29","X1110018G07Rik",0
